,State,City,Area,Year,Season,SO2,NO2,RSPM,SPM,PM_2.5
3124,Gujarat,Rajkot,"Residential, Rural and other Areas",2011.0,Autumn,13.21,16.68,80.86,,
3125,Gujarat,Rajkot,"Residential, Rural and other Areas",2011.0,Spring,11.96,15.84,74.4,,
3126,Gujarat,Rajkot,"Residential, Rural and other Areas",2011.0,Summer,11.92,16.0,75.58,,
3127,Gujarat,Rajkot,"Residential, Rural and other Areas",2011.0,Winter,12.32,15.96,65.44,,
3128,Gujarat,Rajkot,"Residential, Rural and other Areas",2013.0,Autumn,11.14,15.09,63.41,24.5,
3129,Gujarat,Rajkot,"Residential, Rural and other Areas",2013.0,Spring,12.32,19.16,84.37,29.74,
3130,Gujarat,Rajkot,"Residential, Rural and other Areas",2013.0,Summer,9.82,14.64,65.59,19.68,
3131,Gujarat,Rajkot,"Residential, Rural and other Areas",2013.0,Winter,12.36,17.36,81.14,25.64,
3132,Gujarat,Rajkot,"Residential, Rural and other Areas",2014.0,Autumn,12.0,17.33,74.33,,26.5
3133,Gujarat,Rajkot,"Residential, Rural and other Areas",2014.0,Spring,13.6,19.8,80.05,,27.95
3134,Gujarat,Rajkot,"Residential, Rural and other Areas",2014.0,Summer,11.37,18.0,80.16,,28.63
3135,Gujarat,Rajkot,"Residential, Rural and other Areas",2014.0,Winter,11.67,16.67,77.83,,26.67
3136,Gujarat,Rajkot,"Residential, Rural and other Areas",2015.0,Spring,13.12,20.12,82.75,,29.12
3137,Gujarat,Rajkot,"Residential, Rural and other Areas",2015.0,Winter,12.5,18.5,78.5,,27.88
3184,Gujarat,Surat,Industrial Area,2002.0,Autumn,34.0,32.27,,225.33,
3185,Gujarat,Surat,Industrial Area,2002.0,Summer,33.5,30.4,,218.0,
3186,Gujarat,Surat,Industrial Area,2002.0,Winter,32.8,24.6,,203.0,
3187,Gujarat,Surat,Industrial Area,2004.0,Autumn,24.5,33.5,133.74,174.54,
3188,Gujarat,Surat,Industrial Area,2004.0,Spring,25.64,33.82,134.8,167.82,
3189,Gujarat,Surat,Industrial Area,2004.0,Summer,24.19,33.89,129.19,161.85,
3190,Gujarat,Surat,Industrial Area,2004.0,Winter,24.13,33.13,136.22,174.77,
3191,Gujarat,Surat,Industrial Area,2010.0,Autumn,18.88,25.08,80.19,,
3192,Gujarat,Surat,Industrial Area,2010.0,Spring,22.04,28.23,86.96,,
3193,Gujarat,Surat,Industrial Area,2010.0,Summer,19.85,25.65,81.69,,
3194,Gujarat,Surat,Industrial Area,2010.0,Winter,21.38,26.77,83.27,,
3195,Gujarat,Surat,Industrial Area,2011.0,Autumn,20.15,28.81,100.77,,
3196,Gujarat,Surat,Industrial Area,2011.0,Spring,22.3,30.81,113.37,,
3197,Gujarat,Surat,Industrial Area,2011.0,Summer,19.04,27.85,96.33,,
3198,Gujarat,Surat,Industrial Area,2011.0,Winter,20.25,28.58,103.25,,
3199,Gujarat,Surat,Industrial Area,2012.0,Autumn,21.0,30.25,117.0,,
3200,Gujarat,Surat,Industrial Area,2012.0,Spring,22.85,32.25,117.75,,
3201,Gujarat,Surat,Industrial Area,2012.0,Summer,22.33,31.0,116.0,,
3202,Gujarat,Surat,Industrial Area,2012.0,Winter,21.82,31.18,108.59,,
3203,Gujarat,Surat,Industrial Area,2013.0,Autumn,15.2,21.28,106.2,30.58,
3204,Gujarat,Surat,Industrial Area,2013.0,Spring,17.0,23.7,113.09,37.04,
3205,Gujarat,Surat,Industrial Area,2013.0,Summer,15.0,20.92,88.32,25.62,
3206,Gujarat,Surat,Industrial Area,2013.0,Winter,16.16,23.26,109.37,32.92,
3207,Gujarat,Surat,Industrial Area,2014.0,Autumn,14.71,19.71,88.71,,31.71
3208,Gujarat,Surat,Industrial Area,2014.0,Spring,15.39,21.04,84.96,,32.43
3209,Gujarat,Surat,Industrial Area,2014.0,Summer,14.78,21.22,96.35,,32.83
3210,Gujarat,Surat,Industrial Area,2014.0,Winter,14.93,17.0,91.73,,26.6
3211,Gujarat,Surat,Industrial Area,2015.0,Spring,14.38,21.0,93.5,,32.75
3212,Gujarat,Surat,Industrial Area,2015.0,Winter,14.19,20.44,95.12,,32.19
3213,Gujarat,Surat,Industrial Area,2005.0,Autumn,22.08,28.22,131.46,195.19,
3214,Gujarat,Surat,Industrial Area,2005.0,Spring,22.17,27.15,134.77,200.45,
3215,Gujarat,Surat,Industrial Area,2005.0,Summer,21.22,27.1,132.0,194.92,
3216,Gujarat,Surat,Industrial Area,2005.0,Winter,23.0,31.07,131.43,198.24,
3217,Gujarat,Surat,Industrial Area,2006.0,Autumn,26.92,34.57,128.65,177.43,
3218,Gujarat,Surat,Industrial Area,2006.0,Spring,24.61,31.24,130.93,183.0,
3219,Gujarat,Surat,Industrial Area,2006.0,Summer,25.16,32.28,127.38,175.0,
3220,Gujarat,Surat,Industrial Area,2006.0,Winter,26.34,33.48,122.62,166.69,
3221,Gujarat,Surat,Industrial Area,2007.0,Autumn,20.19,27.01,99.36,196.0,
3222,Gujarat,Surat,Industrial Area,2007.0,Spring,29.35,35.68,110.88,231.15,
3223,Gujarat,Surat,Industrial Area,2007.0,Summer,21.57,27.44,99.82,206.36,
3224,Gujarat,Surat,Industrial Area,2007.0,Winter,25.94,32.33,107.68,201.0,
3225,Gujarat,Surat,Industrial Area,2008.0,Autumn,19.01,24.85,93.85,182.63,
3226,Gujarat,Surat,Industrial Area,2008.0,Spring,21.71,28.72,104.0,209.12,
3227,Gujarat,Surat,Industrial Area,2008.0,Summer,20.11,25.61,98.92,194.33,
3228,Gujarat,Surat,Industrial Area,2008.0,Winter,22.01,27.69,103.11,206.33,
3229,Gujarat,Surat,Industrial Area,2009.0,Autumn,24.46,31.2,102.71,205.62,
3230,Gujarat,Surat,Industrial Area,2009.0,Spring,23.43,29.22,104.08,209.65,
3231,Gujarat,Surat,Industrial Area,2009.0,Summer,22.58,28.24,99.24,199.24,
3232,Gujarat,Surat,Industrial Area,2009.0,Winter,23.22,29.06,101.9,204.4,
3235,Gujarat,Surat,Residential and others,2005.0,Autumn,19.24,24.52,124.19,181.48,
3236,Gujarat,Surat,Residential and others,2005.0,Spring,19.53,24.1,123.6,181.62,
3237,Gujarat,Surat,Residential and others,2005.0,Summer,19.26,24.13,124.76,183.65,
3238,Gujarat,Surat,Residential and others,2005.0,Winter,20.62,27.09,122.37,181.13,
3239,Gujarat,Surat,Residential and others,2006.0,Autumn,23.96,31.58,120.35,165.04,
3240,Gujarat,Surat,Residential and others,2006.0,Spring,21.49,27.84,125.98,175.09,
3241,Gujarat,Surat,Residential and others,2006.0,Summer,21.12,27.75,119.22,163.06,
3242,Gujarat,Surat,Residential and others,2006.0,Winter,23.38,30.38,118.0,161.54,
3243,Gujarat,Surat,Residential and others,2007.0,Autumn,15.17,24.04,79.19,158.23,
3244,Gujarat,Surat,Residential and others,2007.0,Spring,18.79,26.98,90.55,185.14,
3245,Gujarat,Surat,Residential and others,2007.0,Summer,15.45,24.68,81.2,163.84,
3246,Gujarat,Surat,Residential and others,2007.0,Winter,19.65,27.7,93.22,171.61,
3247,Gujarat,Surat,Residential and others,2008.0,Autumn,14.75,22.04,76.07,149.52,
3248,Gujarat,Surat,Residential and others,2008.0,Spring,16.3,23.94,83.43,167.35,
