,State,City,Area,Year,Season,SO2,NO2,RSPM,SPM,PM_2.5
12846,Tamil Nadu,Salem,Residential and others,2009.0,Spring,8.39,24.82,85.48,134.62,
12847,Tamil Nadu,Salem,Residential and others,2009.0,Summer,8.58,24.69,70.74,116.54,
12848,Tamil Nadu,Salem,Residential and others,2009.0,Winter,8.76,25.46,96.47,156.06,
12858,Tamil Nadu,Salem,"Residential, Rural and other Areas",2001.0,Autumn,4.75,10.35,,32.5,
12859,Tamil Nadu,Salem,"Residential, Rural and other Areas",2001.0,Spring,3.03,7.43,,37.67,
12860,Tamil Nadu,Salem,"Residential, Rural and other Areas",2001.0,Summer,5.2,11.0,,34.67,
12861,Tamil Nadu,Salem,"Residential, Rural and other Areas",2001.0,Winter,4.2,8.7,,49.0,
12862,Tamil Nadu,Salem,"Residential, Rural and other Areas",2002.0,Autumn,6.6,28.2,,8.33,
12863,Tamil Nadu,Salem,"Residential, Rural and other Areas",2002.0,Spring,5.2,17.43,,10.67,
12864,Tamil Nadu,Salem,"Residential, Rural and other Areas",2002.0,Summer,3.77,14.4,,8.67,
12865,Tamil Nadu,Salem,"Residential, Rural and other Areas",2002.0,Winter,5.6,24.1,,8.0,
12866,Tamil Nadu,Salem,"Residential, Rural and other Areas",2010.0,Autumn,8.68,25.05,69.63,103.76,
12867,Tamil Nadu,Salem,"Residential, Rural and other Areas",2010.0,Spring,8.37,27.35,131.34,143.42,
12868,Tamil Nadu,Salem,"Residential, Rural and other Areas",2010.0,Summer,8.57,26.24,65.68,99.01,
12869,Tamil Nadu,Salem,"Residential, Rural and other Areas",2010.0,Winter,8.21,24.24,92.32,138.73,
12870,Tamil Nadu,Salem,"Residential, Rural and other Areas",2011.0,Autumn,8.0,20.39,64.29,,
12871,Tamil Nadu,Salem,"Residential, Rural and other Areas",2011.0,Spring,8.26,21.62,60.85,,
12872,Tamil Nadu,Salem,"Residential, Rural and other Areas",2011.0,Summer,8.37,21.63,58.06,,
12873,Tamil Nadu,Salem,"Residential, Rural and other Areas",2011.0,Winter,7.85,19.82,74.06,,
12874,Tamil Nadu,Salem,"Residential, Rural and other Areas",2012.0,Autumn,8.44,22.65,67.97,,
12875,Tamil Nadu,Salem,"Residential, Rural and other Areas",2012.0,Spring,9.69,22.29,58.0,,
12876,Tamil Nadu,Salem,"Residential, Rural and other Areas",2012.0,Summer,7.84,21.28,55.78,,
12877,Tamil Nadu,Salem,"Residential, Rural and other Areas",2012.0,Winter,9.38,21.82,60.71,,
12878,Tamil Nadu,Salem,"Residential, Rural and other Areas",2013.0,Autumn,8.89,26.49,65.63,,
12879,Tamil Nadu,Salem,"Residential, Rural and other Areas",2013.0,Spring,8.71,24.8,66.67,,
12880,Tamil Nadu,Salem,"Residential, Rural and other Areas",2013.0,Summer,8.94,25.11,54.94,,
12881,Tamil Nadu,Salem,"Residential, Rural and other Areas",2013.0,Winter,8.58,23.97,61.1,,
12882,Tamil Nadu,Salem,"Residential, Rural and other Areas",2014.0,Autumn,8.3,28.0,65.77,,
12883,Tamil Nadu,Salem,"Residential, Rural and other Areas",2014.0,Spring,8.03,31.94,62.08,,
12884,Tamil Nadu,Salem,"Residential, Rural and other Areas",2014.0,Summer,8.24,26.35,60.5,,
12885,Tamil Nadu,Salem,"Residential, Rural and other Areas",2014.0,Winter,7.9,28.03,63.94,,
12886,Tamil Nadu,Salem,"Residential, Rural and other Areas",2015.0,Autumn,7.81,27.29,54.05,,14.88
12887,Tamil Nadu,Salem,"Residential, Rural and other Areas",2015.0,Spring,9.66,29.91,56.72,,21.75
12888,Tamil Nadu,Salem,"Residential, Rural and other Areas",2015.0,Summer,8.21,26.79,50.37,,12.0
12889,Tamil Nadu,Salem,"Residential, Rural and other Areas",2015.0,Winter,8.18,26.94,54.94,,16.0
12890,Tamil Nadu,Thoothukudi,Industrial Area,2010.0,Autumn,10.73,13.26,127.68,225.45,
12891,Tamil Nadu,Thoothukudi,Industrial Area,2010.0,Spring,10.64,14.7,217.78,390.61,
12892,Tamil Nadu,Thoothukudi,Industrial Area,2010.0,Summer,11.62,11.16,139.62,258.4,
12893,Tamil Nadu,Thoothukudi,Industrial Area,2010.0,Winter,11.73,10.97,164.91,264.92,
12894,Tamil Nadu,Thoothukudi,Industrial Area,2011.0,Autumn,9.09,11.65,181.26,,
12895,Tamil Nadu,Thoothukudi,Industrial Area,2011.0,Spring,11.18,14.91,235.23,,
12896,Tamil Nadu,Thoothukudi,Industrial Area,2011.0,Summer,7.32,20.68,204.76,,
12897,Tamil Nadu,Thoothukudi,Industrial Area,2011.0,Winter,6.28,13.12,198.64,,
12898,Tamil Nadu,Thoothukudi,Industrial Area,2012.0,Autumn,14.43,12.17,148.26,,
12899,Tamil Nadu,Thoothukudi,Industrial Area,2012.0,Spring,9.3,16.3,190.22,,
12900,Tamil Nadu,Thoothukudi,Industrial Area,2012.0,Summer,15.19,16.15,135.54,,
12901,Tamil Nadu,Thoothukudi,Industrial Area,2012.0,Winter,13.0,11.39,193.52,,
12902,Tamil Nadu,Thoothukudi,Industrial Area,2013.0,Autumn,13.42,19.42,81.12,,
12903,Tamil Nadu,Thoothukudi,Industrial Area,2013.0,Spring,13.32,19.95,80.61,,
12904,Tamil Nadu,Thoothukudi,Industrial Area,2013.0,Summer,12.16,21.04,72.52,,
12905,Tamil Nadu,Thoothukudi,Industrial Area,2013.0,Winter,14.21,14.63,120.32,,
12906,Tamil Nadu,Thoothukudi,Industrial Area,2014.0,Autumn,14.83,21.46,78.75,,
12907,Tamil Nadu,Thoothukudi,Industrial Area,2014.0,Spring,16.0,23.44,97.0,,
12908,Tamil Nadu,Thoothukudi,Industrial Area,2014.0,Summer,14.62,22.62,84.62,,
12909,Tamil Nadu,Thoothukudi,Industrial Area,2014.0,Winter,14.72,22.12,118.33,,
12910,Tamil Nadu,Thoothukudi,Industrial Area,2015.0,Autumn,15.14,22.71,160.29,,
12911,Tamil Nadu,Thoothukudi,Industrial Area,2015.0,Spring,15.32,20.72,88.48,,
12912,Tamil Nadu,Thoothukudi,Industrial Area,2015.0,Summer,16.08,23.62,116.67,,
12913,Tamil Nadu,Thoothukudi,Industrial Area,2015.0,Winter,15.5,17.38,101.25,,
12914,Tamil Nadu,Thoothukudi,Industrial Area,2005.0,Autumn,19.39,19.52,67.68,85.53,
12915,Tamil Nadu,Thoothukudi,Industrial Area,2005.0,Spring,19.12,21.92,65.6,74.6,
12916,Tamil Nadu,Thoothukudi,Industrial Area,2005.0,Summer,18.32,16.4,73.0,96.44,
12917,Tamil Nadu,Thoothukudi,Industrial Area,2005.0,Winter,16.66,18.31,40.0,50.11,
12918,Tamil Nadu,Thoothukudi,Industrial Area,2006.0,Autumn,17.87,17.89,95.0,113.43,
12919,Tamil Nadu,Thoothukudi,Industrial Area,2006.0,Spring,18.24,21.12,64.74,76.09,
12920,Tamil Nadu,Thoothukudi,Industrial Area,2006.0,Summer,19.8,18.02,113.0,133.05,
12921,Tamil Nadu,Thoothukudi,Industrial Area,2006.0,Winter,16.64,23.08,81.05,110.21,
12922,Tamil Nadu,Thoothukudi,Industrial Area,2007.0,Autumn,29.03,21.67,117.22,184.61,
12923,Tamil Nadu,Thoothukudi,Industrial Area,2007.0,Spring,21.22,20.09,105.17,203.12,
12924,Tamil Nadu,Thoothukudi,Industrial Area,2007.0,Summer,33.34,18.23,137.58,254.29,
12925,Tamil Nadu,Thoothukudi,Industrial Area,2007.0,Winter,30.55,18.29,85.37,137.0,
12926,Tamil Nadu,Thoothukudi,Industrial Area,2008.0,Autumn,23.74,19.41,128.58,231.11,
12927,Tamil Nadu,Thoothukudi,Industrial Area,2008.0,Spring,31.33,23.2,173.45,322.55,
12928,Tamil Nadu,Thoothukudi,Industrial Area,2008.0,Summer,27.62,21.08,140.52,243.48,
12929,Tamil Nadu,Thoothukudi,Industrial Area,2008.0,Winter,27.55,17.12,92.85,142.38,
12930,Tamil Nadu,Thoothukudi,Industrial Area,2009.0,Autumn,29.98,12.67,135.33,292.33,
12931,Tamil Nadu,Thoothukudi,Industrial Area,2009.0,Spring,26.56,17.96,167.53,289.37,
12932,Tamil Nadu,Thoothukudi,Industrial Area,2009.0,Summer,19.87,13.83,137.48,316.19,
12933,Tamil Nadu,Thoothukudi,Industrial Area,2009.0,Winter,22.64,12.78,175.27,281.0,
12934,Tamil Nadu,Thoothukudi,Residential and others,2005.0,Autumn,20.71,22.52,75.22,94.03,
12935,Tamil Nadu,Thoothukudi,Residential and others,2005.0,Spring,18.41,18.23,59.71,73.0,
12936,Tamil Nadu,Thoothukudi,Residential and others,2005.0,Summer,17.26,14.82,63.35,82.12,
12937,Tamil Nadu,Thoothukudi,Residential and others,2005.0,Winter,19.28,23.56,55.42,75.79,
12938,Tamil Nadu,Thoothukudi,Residential and others,2006.0,Autumn,17.81,20.46,71.75,87.25,
12939,Tamil Nadu,Thoothukudi,Residential and others,2006.0,Spring,16.45,18.53,67.96,81.17,
12940,Tamil Nadu,Thoothukudi,Residential and others,2006.0,Summer,18.15,20.31,77.61,98.22,
12941,Tamil Nadu,Thoothukudi,Residential and others,2006.0,Winter,16.61,19.55,67.92,87.36,
12942,Tamil Nadu,Thoothukudi,Residential and others,2007.0,Autumn,35.24,16.18,72.45,119.0,
12943,Tamil Nadu,Thoothukudi,Residential and others,2007.0,Spring,25.01,16.37,91.14,171.68,
12944,Tamil Nadu,Thoothukudi,Residential and others,2007.0,Summer,29.03,14.67,71.62,126.46,
12945,Tamil Nadu,Thoothukudi,Residential and others,2007.0,Winter,25.32,18.36,72.21,109.79,
12946,Tamil Nadu,Thoothukudi,Residential and others,2008.0,Autumn,29.73,15.57,72.28,116.64,
12947,Tamil Nadu,Thoothukudi,Residential and others,2008.0,Spring,31.81,20.0,85.12,136.48,
12948,Tamil Nadu,Thoothukudi,Residential and others,2008.0,Summer,31.57,15.36,74.23,120.17,
12949,Tamil Nadu,Thoothukudi,Residential and others,2008.0,Winter,28.24,18.13,78.12,127.6,
12950,Tamil Nadu,Thoothukudi,Residential and others,2009.0,Autumn,24.26,13.17,89.0,152.5,
12951,Tamil Nadu,Thoothukudi,Residential and others,2009.0,Spring,25.6,14.87,90.16,189.44,
12952,Tamil Nadu,Thoothukudi,Residential and others,2009.0,Summer,17.43,14.31,60.68,137.39,
12953,Tamil Nadu,Thoothukudi,Residential and others,2009.0,Winter,24.42,13.48,106.34,177.52,
12954,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2010.0,Autumn,11.03,11.9,70.25,127.45,
12955,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2010.0,Spring,15.42,14.39,74.92,153.34,
12956,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2010.0,Summer,12.74,9.47,67.74,140.21,
12957,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2010.0,Winter,10.74,9.41,88.59,149.07,
12958,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2011.0,Autumn,7.51,13.28,105.74,,
12959,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2011.0,Spring,12.47,15.52,90.3,,
12960,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2011.0,Summer,9.22,14.65,109.42,,
12961,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2011.0,Winter,7.93,14.57,91.96,,
12962,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2012.0,Autumn,18.65,15.06,132.49,,
12963,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2012.0,Spring,9.88,16.94,118.76,,
12964,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2012.0,Summer,14.57,13.47,121.54,,
12965,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2012.0,Winter,13.07,12.35,95.91,,
12966,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2013.0,Autumn,12.71,18.24,75.51,,
12967,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2013.0,Spring,14.47,19.16,72.42,,
12968,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2013.0,Summer,12.79,18.5,73.25,,
12969,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2013.0,Winter,14.52,15.91,69.18,,
12970,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2014.0,Autumn,11.66,15.22,73.25,,
12971,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2014.0,Spring,12.28,16.87,77.28,,
12972,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2014.0,Summer,12.1,17.6,76.19,,
12973,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2014.0,Winter,11.43,15.89,84.61,,
12974,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2015.0,Autumn,12.6,17.8,104.75,,53.0
12975,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2015.0,Spring,11.84,16.04,71.04,,57.71
12976,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2015.0,Summer,12.94,18.57,104.21,,65.27
12977,Tamil Nadu,Thoothukudi,"Residential, Rural and other Areas",2015.0,Winter,10.73,12.87,53.33,,
13016,Telangana,Hyderabad,Industrial Area,2014.0,Autumn,5.0,28.3,104.91,,
13017,Telangana,Hyderabad,Industrial Area,2014.0,Spring,5.21,25.31,112.26,,
13018,Telangana,Hyderabad,Industrial Area,2014.0,Summer,4.99,26.92,97.25,,
13019,Telangana,Hyderabad,Industrial Area,2014.0,Winter,4.98,24.8,104.52,,
13020,Telangana,Hyderabad,Industrial Area,2015.0,Autumn,3.92,26.66,102.11,,
13021,Telangana,Hyderabad,Industrial Area,2015.0,Spring,4.95,27.44,99.56,,
13022,Telangana,Hyderabad,Industrial Area,2015.0,Summer,4.36,22.32,66.6,,
13023,Telangana,Hyderabad,Industrial Area,2015.0,Winter,4.72,26.15,112.79,,
13024,Telangana,Hyderabad,"Residential, Rural and other Areas",2014.0,Autumn,4.81,24.76,95.31,,
13025,Telangana,Hyderabad,"Residential, Rural and other Areas",2014.0,Spring,5.55,23.17,108.15,,
13026,Telangana,Hyderabad,"Residential, Rural and other Areas",2014.0,Summer,4.92,23.53,81.07,,
13027,Telangana,Hyderabad,"Residential, Rural and other Areas",2014.0,Winter,5.54,22.02,100.95,,
13028,Telangana,Hyderabad,"Residential, Rural and other Areas",2015.0,Autumn,3.77,22.8,101.24,,
13029,Telangana,Hyderabad,"Residential, Rural and other Areas",2015.0,Spring,4.53,24.72,94.01,,
13030,Telangana,Hyderabad,"Residential, Rural and other Areas",2015.0,Summer,3.9,20.52,71.05,,
13031,Telangana,Hyderabad,"Residential, Rural and other Areas",2015.0,Winter,4.38,22.93,103.55,,
13032,Telangana,Hyderabad,Sensitive Area,2014.0,Autumn,4.24,17.95,79.03,,
13033,Telangana,Hyderabad,Sensitive Area,2014.0,Spring,4.08,16.6,83.24,,
13034,Telangana,Hyderabad,Sensitive Area,2014.0,Summer,4.15,16.96,67.59,,
13035,Telangana,Hyderabad,Sensitive Area,2014.0,Winter,4.19,17.12,89.69,,
13036,Telangana,Hyderabad,Sensitive Area,2015.0,Spring,4.89,21.37,80.67,,
13037,Telangana,Hyderabad,Sensitive Area,2015.0,Summer,4.56,15.0,57.78,,
13038,Telangana,Hyderabad,Sensitive Area,2015.0,Winter,4.83,21.06,93.61,,
13039,Telangana,Karimnagar,"Residential, Rural and other Areas",2015.0,Autumn,7.62,18.54,75.19,,
13040,Telangana,Karimnagar,"Residential, Rural and other Areas",2015.0,Spring,5.65,9.39,62.61,,
13041,Telangana,Karimnagar,"Residential, Rural and other Areas",2015.0,Summer,8.5,18.46,50.17,,
13042,Telangana,Karimnagar,"Residential, Rural and other Areas",2015.0,Winter,6.56,13.19,67.85,,
13043,Telangana,Khammam,"Residential, Rural and other Areas",2014.0,Autumn,4.32,13.84,61.27,,
13044,Telangana,Khammam,"Residential, Rural and other Areas",2014.0,Spring,4.71,21.54,55.79,,
13045,Telangana,Khammam,"Residential, Rural and other Areas",2014.0,Summer,4.48,20.04,56.16,,
13046,Telangana,Khammam,"Residential, Rural and other Areas",2014.0,Winter,4.25,14.0,59.95,,
13047,Telangana,Khammam,"Residential, Rural and other Areas",2015.0,Autumn,5.38,12.96,59.46,,
13048,Telangana,Khammam,"Residential, Rural and other Areas",2015.0,Spring,5.07,9.04,56.93,,
13049,Telangana,Khammam,"Residential, Rural and other Areas",2015.0,Summer,5.96,17.15,50.91,,
13050,Telangana,Khammam,"Residential, Rural and other Areas",2015.0,Winter,4.96,10.89,71.56,,
13075,Telangana,Ramagundam,"Residential, Rural and other Areas",2014.0,Autumn,5.48,14.79,54.79,,
13076,Telangana,Ramagundam,"Residential, Rural and other Areas",2014.0,Spring,5.95,14.85,60.35,,
13077,Telangana,Ramagundam,"Residential, Rural and other Areas",2014.0,Summer,6.06,12.17,35.11,,
13078,Telangana,Ramagundam,"Residential, Rural and other Areas",2014.0,Winter,5.62,12.92,76.92,,
13079,Telangana,Ramagundam,"Residential, Rural and other Areas",2015.0,Autumn,8.33,20.46,83.46,,
13080,Telangana,Ramagundam,"Residential, Rural and other Areas",2015.0,Spring,5.32,10.56,63.56,,
13081,Telangana,Ramagundam,"Residential, Rural and other Areas",2015.0,Summer,7.1,15.15,31.55,,
13082,Telangana,Ramagundam,"Residential, Rural and other Areas",2015.0,Winter,5.95,15.0,85.05,,
13095,Telangana,Warangal,"Residential, Rural and other Areas",2014.0,Autumn,4.97,10.83,51.26,,
13096,Telangana,Warangal,"Residential, Rural and other Areas",2014.0,Spring,5.27,11.36,60.0,,
13097,Telangana,Warangal,"Residential, Rural and other Areas",2014.0,Summer,4.61,12.06,41.0,,
13098,Telangana,Warangal,"Residential, Rural and other Areas",2014.0,Winter,5.73,12.53,58.8,,
13099,Telangana,Warangal,"Residential, Rural and other Areas",2015.0,Autumn,5.57,14.61,59.91,,
13100,Telangana,Warangal,"Residential, Rural and other Areas",2015.0,Spring,4.66,9.15,56.74,,
13101,Telangana,Warangal,"Residential, Rural and other Areas",2015.0,Summer,5.36,13.52,48.18,,
13102,Telangana,Warangal,"Residential, Rural and other Areas",2015.0,Winter,5.49,11.23,66.3,,
13143,Uttar Pradesh,Agra,Industrial Area,2001.0,Spring,,,,361.33,
13144,Uttar Pradesh,Agra,Industrial Area,2001.0,Summer,,,,77.0,
13145,Uttar Pradesh,Agra,Industrial Area,2001.0,Winter,,,,418.0,
13146,Uttar Pradesh,Agra,Industrial Area,2002.0,Autumn,4.8,11.3,,445.67,
13147,Uttar Pradesh,Agra,Industrial Area,2002.0,Summer,6.15,10.6,,255.5,
13148,Uttar Pradesh,Agra,Industrial Area,2002.0,Winter,4.6,11.4,,619.0,
13149,Uttar Pradesh,Agra,Industrial Area,2004.0,Autumn,7.61,8.62,214.58,58.85,
13150,Uttar Pradesh,Agra,Industrial Area,2004.0,Spring,7.05,7.64,219.75,18.76,
13151,Uttar Pradesh,Agra,Industrial Area,2004.0,Summer,6.79,6.73,196.33,13.46,
13152,Uttar Pradesh,Agra,Industrial Area,2004.0,Winter,8.06,8.96,247.56,38.8,
13153,Uttar Pradesh,Agra,Industrial Area,2010.0,Autumn,9.56,11.87,171.0,323.94,
13154,Uttar Pradesh,Agra,Industrial Area,2010.0,Spring,10.25,12.29,220.63,423.56,
13155,Uttar Pradesh,Agra,Industrial Area,2010.0,Summer,9.41,10.88,190.96,351.58,
13156,Uttar Pradesh,Agra,Industrial Area,2010.0,Winter,9.91,11.85,200.06,355.31,
13157,Uttar Pradesh,Agra,Industrial Area,2011.0,Autumn,10.55,18.59,196.32,,
13158,Uttar Pradesh,Agra,Industrial Area,2011.0,Spring,12.0,17.35,201.92,,
13159,Uttar Pradesh,Agra,Industrial Area,2011.0,Summer,12.04,17.62,183.0,,
13160,Uttar Pradesh,Agra,Industrial Area,2011.0,Winter,11.46,17.46,178.29,,
13161,Uttar Pradesh,Agra,Industrial Area,2013.0,Autumn,10.27,17.45,242.55,,
13162,Uttar Pradesh,Agra,Industrial Area,2013.0,Spring,11.73,19.05,255.91,,
13163,Uttar Pradesh,Agra,Industrial Area,2013.0,Summer,10.12,17.21,187.44,,
13164,Uttar Pradesh,Agra,Industrial Area,2013.0,Winter,11.05,19.3,241.95,,
13165,Uttar Pradesh,Agra,Industrial Area,2014.0,Autumn,9.61,13.83,218.44,,
13166,Uttar Pradesh,Agra,Industrial Area,2014.0,Spring,9.35,13.35,199.74,,
13167,Uttar Pradesh,Agra,Industrial Area,2014.0,Summer,8.57,13.05,179.09,,
13168,Uttar Pradesh,Agra,Industrial Area,2014.0,Winter,10.06,14.56,210.56,,
13169,Uttar Pradesh,Agra,Industrial Area,2015.0,Autumn,10.1,18.1,273.75,,
13170,Uttar Pradesh,Agra,Industrial Area,2015.0,Spring,8.04,16.83,222.67,,
13171,Uttar Pradesh,Agra,Industrial Area,2015.0,Summer,9.71,18.33,171.6,,
13172,Uttar Pradesh,Agra,Industrial Area,2015.0,Winter,10.7,17.35,243.04,,
13173,Uttar Pradesh,Agra,Industrial Area,2005.0,Autumn,7.8,10.18,160.05,345.25,
13174,Uttar Pradesh,Agra,Industrial Area,2005.0,Spring,7.87,11.79,184.29,394.67,
13175,Uttar Pradesh,Agra,Industrial Area,2005.0,Summer,7.65,10.05,158.77,352.46,
13176,Uttar Pradesh,Agra,Industrial Area,2005.0,Winter,8.17,10.45,170.75,345.67,
13177,Uttar Pradesh,Agra,Industrial Area,2006.0,Autumn,7.81,9.23,159.65,334.9,
13178,Uttar Pradesh,Agra,Industrial Area,2006.0,Spring,7.28,9.33,185.4,368.64,
13179,Uttar Pradesh,Agra,Industrial Area,2006.0,Summer,7.35,9.1,158.08,351.36,
13180,Uttar Pradesh,Agra,Industrial Area,2006.0,Winter,7.47,9.53,168.89,365.78,
13181,Uttar Pradesh,Agra,Industrial Area,2007.0,Autumn,9.9,11.12,183.24,380.73,
13182,Uttar Pradesh,Agra,Industrial Area,2007.0,Spring,9.13,10.69,175.46,361.0,
13183,Uttar Pradesh,Agra,Industrial Area,2007.0,Summer,8.88,10.2,159.0,330.96,
13184,Uttar Pradesh,Agra,Industrial Area,2007.0,Winter,8.66,9.78,177.12,358.0,
13185,Uttar Pradesh,Agra,Industrial Area,2008.0,Autumn,9.78,10.12,223.33,425.52,
13186,Uttar Pradesh,Agra,Industrial Area,2008.0,Spring,10.37,11.13,216.05,439.0,
13187,Uttar Pradesh,Agra,Industrial Area,2008.0,Summer,9.88,9.35,175.0,357.78,
13188,Uttar Pradesh,Agra,Industrial Area,2008.0,Winter,9.77,10.12,193.95,366.75,
13189,Uttar Pradesh,Agra,Industrial Area,2009.0,Autumn,10.25,10.88,213.95,396.41,
13190,Uttar Pradesh,Agra,Industrial Area,2009.0,Spring,9.9,10.64,222.73,424.19,
13191,Uttar Pradesh,Agra,Industrial Area,2009.0,Summer,9.87,10.63,200.42,382.46,
13192,Uttar Pradesh,Agra,Industrial Area,2009.0,Winter,9.9,10.54,208.54,376.38,
13197,Uttar Pradesh,Agra,Residential and others,2005.0,Autumn,7.49,10.53,125.44,289.56,
13198,Uttar Pradesh,Agra,Residential and others,2005.0,Spring,7.32,11.08,143.17,356.58,
13199,Uttar Pradesh,Agra,Residential and others,2005.0,Summer,8.27,10.79,136.2,291.87,
13200,Uttar Pradesh,Agra,Residential and others,2005.0,Winter,7.74,10.8,152.68,362.09,
13201,Uttar Pradesh,Agra,Residential and others,2006.0,Autumn,6.97,8.27,137.71,269.71,
13202,Uttar Pradesh,Agra,Residential and others,2006.0,Spring,7.0,8.5,138.48,279.04,
13203,Uttar Pradesh,Agra,Residential and others,2006.0,Summer,6.92,8.53,138.11,282.89,
13204,Uttar Pradesh,Agra,Residential and others,2006.0,Winter,7.54,9.17,147.67,291.14,
13205,Uttar Pradesh,Agra,Residential and others,2007.0,Autumn,9.51,10.72,175.24,362.96,
13206,Uttar Pradesh,Agra,Residential and others,2007.0,Spring,8.61,9.75,165.92,321.26,
13207,Uttar Pradesh,Agra,Residential and others,2007.0,Summer,8.36,9.51,142.46,286.44,
13208,Uttar Pradesh,Agra,Residential and others,2007.0,Winter,8.59,9.51,150.55,286.26,
13209,Uttar Pradesh,Agra,Residential and others,2008.0,Autumn,9.26,9.67,196.67,360.61,
13210,Uttar Pradesh,Agra,Residential and others,2008.0,Spring,9.37,9.91,199.63,396.47,
13211,Uttar Pradesh,Agra,Residential and others,2008.0,Summer,9.06,9.48,162.04,307.44,
13212,Uttar Pradesh,Agra,Residential and others,2008.0,Winter,9.3,9.79,172.28,347.94,
13213,Uttar Pradesh,Agra,Residential and others,2009.0,Autumn,9.62,10.36,192.8,356.1,
13214,Uttar Pradesh,Agra,Residential and others,2009.0,Spring,9.74,10.52,204.71,397.79,
13215,Uttar Pradesh,Agra,Residential and others,2009.0,Summer,9.59,10.49,174.04,329.52,
13216,Uttar Pradesh,Agra,Residential and others,2009.0,Winter,9.28,9.95,169.19,308.88,
13253,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2001.0,Autumn,12.4,11.1,,415.5,
13254,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2001.0,Spring,11.23,9.2,,576.0,
13255,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2001.0,Summer,10.7,9.37,,345.0,
13256,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2001.0,Winter,10.3,9.35,,606.0,
13257,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2002.0,Autumn,5.1,11.7,,296.67,
13258,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2002.0,Summer,6.23,10.6,,271.67,
13259,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2002.0,Winter,6.3,11.3,,514.0,
13260,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2004.0,Autumn,8.01,8.32,187.32,51.85,
13261,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2004.0,Spring,8.16,8.39,134.0,11.67,
13262,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2004.0,Summer,7.67,7.15,211.75,19.73,
13263,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2004.0,Winter,8.73,8.9,196.0,27.15,
13264,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2010.0,Autumn,9.55,11.39,159.12,274.57,
13265,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2010.0,Spring,9.66,11.52,208.89,377.21,
13266,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2010.0,Summer,9.0,10.66,181.29,321.21,
13267,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2010.0,Winter,8.92,10.73,169.99,288.7,
13268,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2011.0,Autumn,9.38,15.25,172.4,,
13269,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2011.0,Spring,10.12,13.12,164.96,,
13270,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2011.0,Summer,10.8,14.5,145.33,,
13271,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2011.0,Winter,9.5,13.14,160.48,,
13272,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2013.0,Autumn,9.12,14.88,212.19,,
13273,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2013.0,Spring,9.0,16.88,197.64,,
13274,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2013.0,Summer,8.29,14.22,138.0,,
13275,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2013.0,Winter,9.52,16.61,229.22,,
13276,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2014.0,Autumn,6.76,10.82,143.82,,
13277,Uttar Pradesh,Agra,"Residential, Rural and other Areas",2014.0,Spring,6.67,10.29,170.77,,
